landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,label
0.0,0.0,0.0,-0.3378604173759342,-0.2221582695882248,-0.0943788370363024,-0.5708335597869236,-0.6344905106253809,-0.1253723117500444,-0.685304238371497,-1.0150200084356125,-0.1689029355951345,-0.8307054205533771,-1.254961877814862,-0.1978206226917309,-0.44283305786773,-0.9480282880087626,0.0417791240439288,-0.4374350157487763,-1.206089909468981,-0.1139346968983433,-0.3741236114926916,-0.8974159248786153,-0.2162998979178565,-0.3383464698972383,-0.644179293699208,-0.2553971049918142,-0.2230895298811436,-0.9742822719903792,0.0317035667185113,-0.2373153477504715,-1.2306545546034433,-0.1477738317049393,-0.1957554064939902,-0.8366475147381939,-0.2175154887245507,-0.1778515189151301,-0.5520625381721571,-0.2129187057186449,-0.01804725265027,-0.9523629370695524,-0.006409682357938,-0.0182812930659903,-1.1542971330728096,-0.1895582276249482,-0.0215803234984048,-0.7600652428605198,-0.173099580457911,-0.0350750203482921,-0.4747952998421915,-0.099146166018138,0.1716386240398725,-0.9007494691245173,-0.0507858515550264,0.1692055023008738,-1.116079313459665,-0.1527456333329153,0.1431465519990241,-0.8724699940058024,-0.1094149445375549,0.114981646403188,-0.6728110547839943,-0.0397184720222874,A
0.0,0.0,0.0,-0.3371847049340125,-0.2202828440207244,-0.0957236533525177,-0.5730049130698021,-0.643870003365022,-0.1258542709159338,-0.6898295468478436,-1.028259488261558,-0.1677163453748835,-0.8404763969903926,-1.2646862767268363,-0.1948094069769007,-0.450285683243794,-0.9450646159236794,0.0377872226754901,-0.4383796289220381,-1.211399553406767,-0.117649270867103,-0.372247458772638,-0.900649819450378,-0.2180285343152353,-0.3385278033126113,-0.6462901955452595,-0.2557124905131741,-0.2289069493990956,-0.9730296239803,0.0285474932972368,-0.2346875434855079,-1.2321761044431565,-0.1482941039315018,-0.1920025939808094,-0.8370591984080312,-0.2154349386137268,-0.1788764326439954,-0.5573960423480273,-0.2101611986785172,-0.0221870699298861,-0.9506578627005122,-0.0086104711554266,-0.0155761819872789,-1.1573534299234405,-0.1899737088529726,-0.0179346741811554,-0.7628422869994418,-0.1712856998010935,-0.0354570616984818,-0.4812227101798603,-0.0969545885108775,0.1662598069561358,-0.8980782375685066,-0.0519902956876043,0.1721919950487726,-1.1194729071712717,-0.1522748894960678,0.1482989817873836,-0.8731430665904714,-0.1068428604661732,0.1175805607632583,-0.6740286298109056,-0.0364087634738591,A
0.0,0.0,0.0,-0.3364254613262045,-0.2197567887997167,-0.0946436378755104,-0.5697095573273652,-0.6350748164706328,-0.1258270954343824,-0.69019495804471,-1.0130165154564754,-0.1692697711464592,-0.8395454409266498,-1.2527781538068754,-0.1973574939560734,-0.4480727482665454,-0.9485231071346544,0.0429775637209321,-0.4394464018725285,-1.2162513523022953,-0.1128330083654996,-0.3750269278111121,-0.9021425685917236,-0.214046386807511,-0.3403470491883278,-0.6454272513596349,-0.2525530930206431,-0.2297069885434707,-0.9727000198950364,0.0330056163476028,-0.2344531174925435,-1.2247083257507316,-0.1424159031088631,-0.1932969253447925,-0.8270863916262314,-0.209202438326234,-0.1833340277502212,-0.5504436407726365,-0.2052633269179725,-0.0242406068185147,-0.9505877367167552,-0.005712428840054,-0.0194187003726283,-1.155829858011952,-0.1853010894089939,-0.0238625385506287,-0.7627824270464442,-0.1662535451677178,-0.0439501289356707,-0.4844025282794103,-0.0938222648511388,0.1649311554429851,-0.8991475142311797,-0.0509119612548724,0.1692873374895364,-1.1126137467751456,-0.151984437713683,0.14241868515991,-0.8604604396552774,-0.1079378076718506,0.1075098356143216,-0.6578244498383298,-0.0392699616934288,A
0.0,0.0,0.0,-0.3336054411876401,-0.2159043258694714,-0.0982893037429663,-0.5711025690676182,-0.6276304788564374,-0.1312537430527323,-0.6932541154646135,-1.0022110152925985,-0.1748376425782329,-0.8429408147508204,-1.2341816669806942,-0.2026070952012134,-0.4546756316946359,-0.9456632922205664,0.0326016144255195,-0.4395154061268687,-1.212299836148059,-0.1245391464814749,-0.3780533760360423,-0.901784019026444,-0.2252663548404375,-0.34724229081517,-0.6509112908924362,-0.2635811848940461,-0.2344017619644035,-0.9718472608989078,0.0238477561056229,-0.2321777719889003,-1.2240333850232248,-0.1550204018150452,-0.1903165940333869,-0.8245156869265834,-0.2211468515499156,-0.181500704306833,-0.5503464186863971,-0.2157811029583248,-0.0299634035163958,-0.9511119451041582,-0.0133850175077822,-0.0161435363449597,-1.1468927158306648,-0.1960736650617064,-0.0184271704307538,-0.7557019074604527,-0.1775478878013535,-0.0400918721906521,-0.483557270799729,-0.1045350710534527,0.1561470551775749,-0.9000210453417851,-0.0572222720517527,0.1744144937787142,-1.112924782238062,-0.1595599926683306,0.1516565890110189,-0.8665631505964299,-0.1164341604205154,0.1155812982750227,-0.671170679368769,-0.0481763752566879,A
0.0,0.0,0.0,-0.3443385168793112,-0.2173175061269698,-0.0914240121908869,-0.5813233457897612,-0.6279067144937152,-0.1199060799014782,-0.697109573004675,-0.999328609086078,-0.1612136200421468,-0.8433346207206538,-1.233021896700907,-0.1871882966215715,-0.4606912554017782,-0.9454193029418236,0.0470222481006199,-0.445867747666611,-1.206230786390559,-0.1096788329355032,-0.3832393696229175,-0.888886963422358,-0.2111399379731014,-0.3481287765530567,-0.636217595129252,-0.2493072932376289,-0.2423025800273379,-0.9695871750644848,0.0344988356697368,-0.2416606977287581,-1.2212599258512444,-0.141191702859477,-0.2004413677611813,-0.8217178927942627,-0.2068098310159719,-0.1891852837262896,-0.5470274967479001,-0.2013508488963671,-0.037713350009986,-0.949612633567581,-0.0071633932758717,-0.028206364516853,-1.1530870692801565,-0.1865327302894646,-0.031507531998828,-0.7562438502143636,-0.1656131712292898,-0.0501262149071555,-0.4794971369128185,-0.091557101897698,0.1523157611158406,-0.8979538069053926,-0.0554499617257794,0.1581152311753768,-1.1153341904623764,-0.1552450388816506,0.1321937546364933,-0.8591424572136305,-0.1091367839180064,0.0980478283267829,-0.6518365945197109,-0.0388742832617192,A
0.0,0.0,0.0,-0.3399139345284556,-0.2196495226395954,-0.0916003510319463,-0.5808754856652947,-0.635107763159112,-0.1206818704742618,-0.7019357037736389,-1.0060983220736484,-0.1619793090220793,-0.8502025212530122,-1.2368679075393587,-0.1884629446124094,-0.4631538621628749,-0.943170285268017,0.0388660880830816,-0.4542120664383048,-1.205313016391128,-0.1199611862394724,-0.3842260403448001,-0.8994909916992219,-0.2238854524418775,-0.3431931836679866,-0.6457499713443714,-0.2633171663747901,-0.2420557331734677,-0.9698977936343076,0.0265949608226182,-0.2356534288649829,-1.2148822667864203,-0.1524870480360969,-0.1921556747263703,-0.8176840905184773,-0.2203940638660548,-0.182950121373385,-0.5376983618937243,-0.2161717009018731,-0.0347335826919283,-0.9512008808106716,-0.0139211859025523,-0.0179668399506087,-1.15428580620385,-0.1941135010435396,-0.0205858707765129,-0.760982794349917,-0.1735917408858866,-0.0418228931981759,-0.4842202663686568,-0.0998162981267566,0.1552090006835206,-0.8999482402753574,-0.0609538074135467,0.1722547495411481,-1.1188761385284605,-0.1621915257311138,0.151325581726401,-0.8658965122650117,-0.1164932885774303,0.1176989568312278,-0.6647219751320188,-0.0461189218760928,A
0.0,0.0,0.0,-0.3443263480929471,-0.208832250834965,-0.0985053554547425,-0.5924107204476224,-0.6231772241495726,-0.132339073920753,-0.7167083356846736,-1.0030220638992535,-0.1771830743364074,-0.8649281311748208,-1.2449660643796672,-0.206404922221367,-0.4680249538506045,-0.9400840917248344,0.0262449980179179,-0.4709104417001857,-1.2213773901051124,-0.1349387913273465,-0.3991111590071952,-0.9125181120422518,-0.2398333477568395,-0.3547936924364381,-0.6505654319228886,-0.2795630607517987,-0.2444441409564257,-0.9695195098912852,0.0167027510380076,-0.246267195034216,-1.228922306981512,-0.1670295199753222,-0.2011899476942209,-0.8274810136925268,-0.2354870921776173,-0.1889406865742574,-0.5308869479480999,-0.2302829087346227,-0.0353969687104938,-0.9547277116888496,-0.021028292202007,-0.027163631689591,-1.1645451589135392,-0.2042576233049367,-0.0275468802212564,-0.7648679422448426,-0.1832475861936022,-0.0444853739230749,-0.4732624039377771,-0.1078502260302272,0.1575814699186256,-0.9103745648057248,-0.0658699445382813,0.1643166535884729,-1.1292451566990087,-0.1705706860357043,0.142617986448445,-0.8747481926751267,-0.1259729060109098,0.1118162222025082,-0.665374020860556,-0.0554213126821404,A
0.0,0.0,0.0,-0.3435343657428658,-0.2122011973817059,-0.09009949451409,-0.5914297878375184,-0.6243821162201784,-0.1204329333388391,-0.715536213941338,-0.9990140103744792,-0.1635984558415476,-0.865122446949136,-1.2351532707649355,-0.1913016534409594,-0.471257495574967,-0.9380857579788958,0.0371272016465999,-0.4731799889757985,-1.2159947804613729,-0.1228494716140947,-0.4012666551111082,-0.9080155033976772,-0.22687324890258,-0.3540487175168609,-0.6495998974797097,-0.2658811711385147,-0.2504656895449517,-0.967837541009749,0.0236100100163972,-0.2503198883119525,-1.2251454741318746,-0.1590795418942477,-0.2042387837601471,-0.8243743349254877,-0.2268077945633372,-0.1886826253490417,-0.5363223372382119,-0.2208824584901866,-0.0426181169806001,-0.952596104974446,-0.0178620669644361,-0.0335876051835848,-1.1641493200192086,-0.1975926642136588,-0.0336892494717327,-0.7669124027007208,-0.1748255543394656,-0.0493603825694318,-0.4846216365916682,-0.0990679301343592,0.1496399711765319,-0.9087078509669476,-0.0660282642095393,0.1595890307414418,-1.1297610577789827,-0.1646024405283862,0.1345578750601494,-0.8782060247360517,-0.1173893195820148,0.1002312659127347,-0.6770830133250962,-0.0462466819223809,A
0.0,0.0,0.0,-0.3362694696090326,-0.2161086258156017,-0.0866778247988951,-0.5790278924829162,-0.623416254799074,-0.1138299120279786,-0.7019004944241145,-0.994127017333759,-0.1543410070667837,-0.8489214950234807,-1.2268184575757706,-0.1799981306976807,-0.4633193905080128,-0.939234787112149,0.0480548822243224,-0.4607500549131313,-1.2087066470068828,-0.1075318578223907,-0.392950371576012,-0.9047756913673858,-0.2105618494008233,-0.3506795215835109,-0.6507433775039835,-0.2499055296921931,-0.2458593874808311,-0.9686959971791976,0.0343689778223083,-0.243959601588598,-1.2178609793716977,-0.1444302723092479,-0.201040892684549,-0.8222962535777655,-0.2138828425278725,-0.1888412551012709,-0.5399504999046967,-0.2097156271815112,-0.0411887659987345,-0.9517100614464868,-0.0072071113991737,-0.030649906345375,-1.154938449950507,-0.1854868472603325,-0.0333068236250771,-0.7643613783290535,-0.1674739497683144,-0.0520452115746217,-0.4881316092258967,-0.0950573700350179,0.1491057721062674,-0.9053259417189816,-0.054847816639592,0.1559964862526545,-1.1190698620444233,-0.1540852322252636,0.1300849946122074,-0.8665368729583144,-0.1096420034622774,0.0942247965404171,-0.6651190516208686,-0.0401831568546595,A
0.0,0.0,0.0,-0.3284277608121776,-0.2087275359709234,-0.0896546691369655,-0.5677352610413396,-0.6150907751110064,-0.1201993207207885,-0.6915861457512527,-0.9886672107882842,-0.1636001323596721,-0.8439335469288873,-1.219957313300286,-0.1922552007060556,-0.4540572678127677,-0.9426799613790172,0.0462666369118866,-0.4520395746573694,-1.2027894680885978,-0.1095137993053584,-0.3839368496365497,-0.8992936730922191,-0.2115670097893082,-0.3405176840321922,-0.6526115064095407,-0.2503437383339995,-0.2397418055351921,-0.9702891961654474,0.032599731338402,-0.2442066264383063,-1.22196140904657,-0.1438732217739328,-0.1997406632785732,-0.8279791182708228,-0.2116830697644885,-0.1835268691153187,-0.5545782456254809,-0.2063202363889349,-0.0372678600782942,-0.9513658645532168,-0.0093205537751547,-0.0290858728269327,-1.1546252125962533,-0.1873308203536779,-0.0293472677961696,-0.7646525339379072,-0.1684467969232049,-0.0452554246739655,-0.4965250206719525,-0.0951803289498295,0.1534311349786633,-0.9038364254147332,-0.0574327669916066,0.1586996236443381,-1.1246794558526616,-0.1532095935434546,0.1329367952477504,-0.8780553318417236,-0.1063696077362188,0.0981180923812189,-0.6842159441186392,-0.0357741047107789,A
